row_id,page_id,page_title,contributor,timestamp,creation_dt,topic,opinion,turn,quality_seg,type,stance,sentiment,url
18,466101,Raúl Castro,Galio,1154575930,2006-08-03 03:32:10,exilio vs emigración,"aquí si está claro que el gobierno de batista los buscaba, hablamos de nombres y casos concretos.",7,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
19,466101,Raúl Castro,Galio,1154575930,2006-08-03 03:32:10,exilio vs emigración,"es por lo mismo que las comunidades argentinas en el extranjero son emigradas pero los casos concretos de científicos, periodistas y políticos durante el proceso son exiliados.",7,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
20,466101,Raúl Castro,Galio,1154575930,2006-08-03 03:32:10,exilio vs emigración,"no hace falta caer en disensos políticos, estimo que sabrás entender mi punto.",7,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
21,466101,Raúl Castro,Galio,1154575930,2006-08-03 03:32:10,exilio vs emigración,"otro tema, tu edición es posterior.",7,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
22,466101,Raúl Castro,Galio,1154575930,2006-08-03 03:32:10,exilio vs emigración,"no voy a revertirte, pero lo preferible hubiera sido que antes de revertirme trajeras acá la discusión.",7,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
23,466101,Raúl Castro,Galio,1154575930,2006-08-03 03:32:10,exilio vs emigración,"saludos, galio... любая проблема? 05:32 3 ago 2006 (cest)",7,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
24,466101,Raúl Castro,UnCubano,1154576868,2006-08-03 03:47:48,exilio vs emigración,::igualmente podías haber hecho lo mismo antes de revertirme la primera vez.,8,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
25,466101,Raúl Castro,UnCubano,1154576868,2006-08-03 03:47:48,exilio vs emigración,¿no crees?.,8,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
26,466101,Raúl Castro,UnCubano,1154576868,2006-08-03 03:47:48,exilio vs emigración,"por otra parte, los asaltantes al cuartel moncada fueron juzgados y condenados por un tribunal.",8,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
27,466101,Raúl Castro,UnCubano,1154576868,2006-08-03 03:47:48,exilio vs emigración,cumplieron 22 meses de prisión y luego fueron favorecidos por una amnistía.,8,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
28,466101,Raúl Castro,UnCubano,1154576868,2006-08-03 03:47:48,exilio vs emigración,"las personas difusas a las que te refieres, así como los participantes en girón, todos tenemos también nombres y apellidos, y cada caso particular sus motivos (políticos o no) para la emigración, que no toca a wikipedia evaluar.",8,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
29,466101,Raúl Castro,UnCubano,1154576868,2006-08-03 03:47:48,exilio vs emigración,saludos.,8,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
30,466101,Raúl Castro,UnCubano,1154576868,2006-08-03 03:47:48,exilio vs emigración,--uncubano 05:47 3 ago 2006 (cest),8,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
31,466101,Raúl Castro,Galio,1154577402,2006-08-03 03:56:42,exilio vs emigración,:::y en esto coincido con vos.,9,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
32,466101,Raúl Castro,Galio,1154577402,2006-08-03 03:56:42,exilio vs emigración,"pero cuando hablamos de masas, que era el problema aquella vez, no podemos determinar que todos se van por motivos políticos y son perseguidos.",9,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
33,466101,Raúl Castro,Galio,1154577402,2006-08-03 03:56:42,exilio vs emigración,"no podemos negar acá que los castro tuvieron que irse de cuba, el motivo de la emigración es claro y no tiene más factores ni lecturas posibles.",9,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
34,466101,Raúl Castro,Galio,1154577402,2006-08-03 03:56:42,exilio vs emigración,"es cierto que fueron sentenciados y luego beneficiados con una amnistía, eso es algo que el artículo incluye y que te invito a desarrollar más si tenés datos, tiempo y ganas.",9,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
35,466101,Raúl Castro,Galio,1154577402,2006-08-03 03:56:42,exilio vs emigración,"volviendo al tema, después de hablar esto, ¿estás de acuerdo con volver a la versión anterior?",9,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
36,466101,Raúl Castro,Galio,1154577402,2006-08-03 03:56:42,exilio vs emigración,"por lo demás, la versión a la que revertí no era una edición mía sino la que existía en el momento.",9,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
37,466101,Raúl Castro,Galio,1154577402,2006-08-03 03:56:42,exilio vs emigración,"saludos, galio... любая проблема? 05:56 3 ago 2006 (cest)",9,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
38,466101,Raúl Castro,UnCubano,1154606984,2006-08-03 12:09:44,exilio vs emigración,"realmente no coincido contigo en tu argumento, pues creo que en aquel caso los motivos eran también evidentes, pero no vamos a retomar esa discusión.",10,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
39,466101,Raúl Castro,UnCubano,1154606984,2006-08-03 12:09:44,exilio vs emigración,personalmente si creo que tanto unos como otros se definen como exiliados;,10,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
40,466101,Raúl Castro,UnCubano,1154606984,2006-08-03 12:09:44,exilio vs emigración,pero también estoy convencido de que 1- wikipedia no es para dar mi opinión.,10,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
41,466101,Raúl Castro,UnCubano,1154606984,2006-08-03 12:09:44,exilio vs emigración,2- las reglas deben aplicarse por igual en todos los casos.,10,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
42,466101,Raúl Castro,UnCubano,1154606984,2006-08-03 12:09:44,exilio vs emigración,¿me hago entender?,10,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
43,466101,Raúl Castro,UnCubano,1154606984,2006-08-03 12:09:44,exilio vs emigración,saludos.--uncubano 14:09 3 ago 2006 (cest),10,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
44,466101,Raúl Castro,Galio,1154622088,2006-08-03 16:21:28,exilio vs emigración,":por supuesto las reglas deben aplicarse igualmente en todos los casos, y por eso mismo no llamamos exiliados a las comunidades de emigrados.",11,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
45,466101,Raúl Castro,Galio,1154622088,2006-08-03 16:21:28,exilio vs emigración,"reitero lo que dije antes, la violación al pvn en aquel momento era determinar por la fuerza que todo cubano en el extranjero es exiliado, ahí estaba la carga política.",11,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
46,466101,Raúl Castro,Galio,1154622088,2006-08-03 16:21:28,exilio vs emigración,"pero la definición de exiliado es clara, para casos puntuales tranquilamente puede usarse &mdash;y de hecho se usa en cientos de artículos&mdash;.",11,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
47,466101,Raúl Castro,Galio,1154622088,2006-08-03 16:21:28,exilio vs emigración,"si no es tu intención seguir la discusión espero unas horas y vuelvo a la versión anterior, que además tenía correcciones ortográficas.",11,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
48,466101,Raúl Castro,Galio,1154622088,2006-08-03 16:21:28,exilio vs emigración,"saludos, galio... любая проблема? 18:21 3 ago 2006 (cest)",11,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
49,466101,Raúl Castro,UnCubano,1154649281,2006-08-03 23:54:41,exilio vs emigración,"::puedes intentar un esfuerzo extra de tu memoria o revisar nuestra discusión sobre el tema para que te des cuenta de que en ningún momento he dicho que todos los emigrados cubanos son exiliados, la discusión aquella se refería sólo a los participantes en la invasión de playa girón, los cuales, sostengo, son exiliados.",12,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
50,466101,Raúl Castro,UnCubano,1154649281,2006-08-03 23:54:41,exilio vs emigración,"no me opongo a que reviertas, pero recuerda: las reglas por igual.",12,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
51,466101,Raúl Castro,UnCubano,1154576868,2006-08-03 03:47:48,exilio vs emigración,saludos.,13,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
52,466101,Raúl Castro,UnCubano,1154649281,2006-08-03 23:54:41,exilio vs emigración,--uncubano 01:54 4 ago 2006 (cest),14,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
53,466101,Raúl Castro,Galio,1154660552,2006-08-04 03:02:32,exilio vs emigración,":::es cierto que hablábamos de girón, y de ahí la discusión pasó al conjunto de cubanos residentes en estados unidos.",15,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
54,466101,Raúl Castro,Galio,1154660552,2006-08-04 03:02:32,exilio vs emigración,"decíamos que tal o cual puede considerarse exiliado, pero que la enciclopedia no puede considerar exiliado a un colectivo de miles de personas porque no todos están allá por motivos políticos.",15,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
55,466101,Raúl Castro,Galio,1154660552,2006-08-04 03:02:32,exilio vs emigración,"si volvemos a la invasión de girón, el punto de conexión es que no sólo no tenemos certeza de que todos los mercenarios fueran exiliados, sino que ni siquiera eran todos cubanos.",15,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
56,466101,Raúl Castro,Galio,1154660552,2006-08-04 03:02:32,exilio vs emigración,"sumale a eso lo dudoso de la condición de exiliado para quienes no se fueron perseguidos por el gobierno revolucionario, sino por precaución financiera o simple descontento con el rumbo económico-social que tomaba.",15,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
57,466101,Raúl Castro,Galio,1154660552,2006-08-04 03:02:32,exilio vs emigración,"saludos, galio... любая проблема? 05:02 4 ago 2006 (cest)",15,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
58,466101,Raúl Castro,UnCubano,1154693046,2006-08-04 12:04:06,exilio vs emigración,"::::ya te dije, no vamos a retomar la discusión.",16,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
59,466101,Raúl Castro,UnCubano,1154693046,2006-08-04 12:04:06,exilio vs emigración,"ese es tu punto de vista personal, que por demás es ofensivo para mucha gente.",16,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
60,466101,Raúl Castro,UnCubano,1154693046,2006-08-04 12:04:06,exilio vs emigración,mejor te lo reservas pues este no es el lugar.,16,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
61,466101,Raúl Castro,UnCubano,1154693046,2006-08-04 12:04:06,exilio vs emigración,--uncubano 14:04 4 ago 2006 (cest),16,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
62,466101,Raúl Castro,Galio,1154712645,2006-08-04 17:30:45,exilio vs emigración,":::::si te ofende lo que digo disculpame, pero no me parece la mejor forma de cerrar una discusión.",17,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
63,466101,Raúl Castro,Galio,1154712645,2006-08-04 17:30:45,exilio vs emigración,"si está cerrada está cerrada, sin condimentos.",17,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
64,466101,Raúl Castro,Galio,1154712645,2006-08-04 17:30:45,exilio vs emigración,"y más allá de mi punto de vista, la distinción que hice es aplicable a cualquier caso.",17,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
65,466101,Raúl Castro,Galio,1154712645,2006-08-04 17:30:45,exilio vs emigración,"saludos, galio... любая проблема? 19:30 4 ago 2006 (cest)",17,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
66,466101,Raúl Castro,HAMM,1203860167,2008-02-24 13:36:07,re,"fidel será presidente, pero raul tambien lo es y probablemente lo será.",18,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
67,466101,Raúl Castro,HAMM,1203860167,2008-02-24 13:36:07,re,asi que hay que colocarle su cajetilla presidencial. ҢДmm®    16px(the show must go on) 13:36 24 feb 2008 (utc),18,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
68,466101,Raúl Castro,CheoMalanga,1203870241,2008-02-24 16:24:01,re,::está claro que la solución no es ir borrando cosas.,19,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
69,466101,Raúl Castro,CheoMalanga,1203870241,2008-02-24 16:24:01,re,pues si pones a raúl tampoco estás siendo exacto.,19,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
70,466101,Raúl Castro,CheoMalanga,1203870241,2008-02-24 16:24:01,re,me parece que hay que buscar una solución de compromiso en que aparezca que fidel es el presidente durante este tiempo delegó en raúl.,19,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
71,466101,Raúl Castro,CheoMalanga,1203870241,2008-02-24 16:24:01,re,--cheo malanga (discusión) 16:24 24 feb 2008 (utc),19,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
72,466101,Raúl Castro,81.39.212.24,1278448418,2010-07-06 20:33:38,re,"la propia wikipedia define asi a  mercenario: "" se conoce como mercenario (del latín merces, - eris, «pago»), a aquel soldado que lucha o participa en un conflicto bélico por su beneficio económico y personal, normalmente con poca o nula consideración en la ideología, nacionalidad  o preferencias políticas con el bando para el que lucha.",20,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
73,466101,Raúl Castro,81.39.212.24,1278448418,2010-07-06 20:33:38,re,"generalmente se les menciona como asesinos a sueldo, criminales apátridas, sicarios, etc.""  los asaltantes a playa giron eran cubanos, como todos sabemos, excepto el autor de este articulo, ya que se puede consultar las listas de soldados capturados por el ejercito castrista.",20,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
74,466101,Raúl Castro,81.39.212.24,1278448418,2010-07-06 20:33:38,re,"las razones que llevaron a esos cubanos emigrantes a luchar contra el gobierno castrista eran ideologicas, de nacionalidad y de identidad politica con el ""bando"" al que pertenecian.",20,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
75,466101,Raúl Castro,81.39.212.24,1278448418,2010-07-06 20:33:38,re,"es evidente que el termino  ""mercenarios"" viola la neutralidad de wikipedia, y usando el mismo argumento que el autor, opino es un termino demasiado fuerte e innecesario cuando se puede utilizar ""soldado"" para definir a los cubanos emigrantes que desembarcaron en playa girón con la intención de derrocar al gobierno de fidel castro.",20,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
76,466101,Raúl Castro,"Banfield,81.39.212.24",1278466950,2010-07-07 01:42:30,re,armando.,21,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
77,466101,Raúl Castro,Gatodesing,1244864480,2009-06-13 03:41:20,acotacion sobre las apreciaciones que se tienen sobre el regimen,hola.,22,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
78,466101,Raúl Castro,Gatodesing,1244864480,2009-06-13 03:41:20,acotacion sobre las apreciaciones que se tienen sobre el regimen,he colocado una acotacion en la introduccion que señala que existen apreciaciones distintas sobre el caracter dictatorial del regimen: que algunos señalan y otros defienden como democratico y legitimo.,22,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
79,466101,Raúl Castro,Gatodesing,1244864480,2009-06-13 03:41:20,acotacion sobre las apreciaciones que se tienen sobre el regimen,"me gustaria señalar que independientemente de que sea legitimo (en cuanto a la legislacion cubana me refiero), democratico o dictatorial como señalan algunos.",22,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
80,466101,Raúl Castro,Gatodesing,1244864480,2009-06-13 03:41:20,acotacion sobre las apreciaciones que se tienen sobre el regimen,"lo que trato de señalar con la acotacion no es la afirmación de una u otra, sino que tal controversia existe, no solo en wikipedia sino en el mundo.",22,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
81,466101,Raúl Castro,Gatodesing,1244864480,2009-06-13 03:41:20,acotacion sobre las apreciaciones que se tienen sobre el regimen,por lo que sugiero que se deje puesta alli para que el lector sepa que los puntos de vista (probados o no) sobre el régimen de castro (ambos) son discutidos y controvertidos.--gatodesing 03:41 13 jun 2009 (utc),22,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
82,466101,Raúl Castro,Galio,1245172885,2009-06-16 17:21:25,acotacion sobre las apreciaciones que se tienen sobre el regimen,":está bien, pero hay dos cositas que me hacen ruido.",23,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
83,466101,Raúl Castro,Galio,1245172885,2009-06-16 17:21:25,acotacion sobre las apreciaciones que se tienen sobre el regimen,"la primera es el supuesto de que si es democrático es legítimo &mdash;y, por oposición, si es una dictadura no lo es&mdash;: acá se mezclan dos concepciones distintas de la legimidad y puede dar lugar a confusiones.",23,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
84,466101,Raúl Castro,Galio,1245172885,2009-06-16 17:21:25,acotacion sobre las apreciaciones que se tienen sobre el regimen,está fuera de duda la legitimidad del gobierno cubano en términos de reconocimiento internacional.,23,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
85,466101,Raúl Castro,Galio,1245172885,2009-06-16 17:21:25,acotacion sobre las apreciaciones que se tienen sobre el regimen,"cuba tiene reconocimiento diplomático de prácticamente todos los estados del mundo y ninguno reconoce a un gobierno en el exilio o a otra estructura de autoridad, ni siquiera el gobierno estadounidense.",23,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
86,466101,Raúl Castro,Galio,1245172885,2009-06-16 17:21:25,acotacion sobre las apreciaciones que se tienen sobre el regimen,"en tu texto se está usando legítimo como calificativo moral, que es una cosa distinta, pero en este contexto puede llevar a malentendidos.",23,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
87,466101,Raúl Castro,Galio,1245172885,2009-06-16 17:21:25,acotacion sobre las apreciaciones que se tienen sobre el regimen,lo quitaría.,23,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
88,466101,Raúl Castro,Galio,1245172885,2009-06-16 17:21:25,acotacion sobre las apreciaciones que se tienen sobre el regimen,"el segundo es un detalle menor, y es el orden en que se mencionan las posturas.",23,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
89,466101,Raúl Castro,Galio,1245172885,2009-06-16 17:21:25,acotacion sobre las apreciaciones que se tienen sobre el regimen,da la idea de un régimen acusado al que se lo defiende.,23,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
90,466101,Raúl Castro,Galio,1245172885,2009-06-16 17:21:25,acotacion sobre las apreciaciones que se tienen sobre el regimen,"me parece preferible exponer primero que algunos lo consideran tal cosa (positiva, no necesariamente limitado a democracia) y luego que otros lo critican por tal otra (negativa, no necesariamente limitada a dictadura).",23,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
91,466101,Raúl Castro,Galio,1245172885,2009-06-16 17:21:25,acotacion sobre las apreciaciones que se tienen sobre el regimen,--galio... любая проблема? 17:21 16 jun 2009 (utc),23,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
92,466101,Raúl Castro,186.15.40.178,1264439894,2010-01-25 17:18:14,"""americano""","me parece algo, no totalmente ignorante llamarle americano a lo yanqui y gringo porque americano somos todos, por consiguiente es muy poco claro cuando el autor de este articulo usa este termino en la parte que dice que raul va a aceptar lo americano, esto refiriendose a los gringos.",24,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
93,466101,Raúl Castro,Elvisor,1358627944,2013-01-19 20:39:04,enlaces rotos,* http://www.cubasocialista.cu/texto/csraulcastro.html,25,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
94,466101,Raúl Castro,Elvisor,1358627944,2013-01-19 20:39:04,enlaces rotos,elvisor (discusión) 20:39 19 ene 2013 (utc),25,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
95,466101,Raúl Castro,Elvisor,1448634974,2015-11-27 14:36:14,enlaces rotos,* http://www.granma.cubaweb.cu/2008/02/24/nacional/artic35.htm,26,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
96,466101,Raúl Castro,Elvisor,1448634974,2015-11-27 14:36:14,enlaces rotos,elvisor (discusión) 14:36 27 nov 2015 (utc),26,,,,,https://es.wikipedia.org/wiki/Discusión:Raúl_Castro
0,5558998,Horacio Cartes,Diegocaceres97,1363475222,2013-03-16 23:07:02,enlaces rotos,la sección «controversia» se limita a reproducir propaganda de los adversarios políticos de cartes.,1,,,,,https://es.wikipedia.org/wiki/Discusión:Horacio_Cartes
1,5558998,Horacio Cartes,Diegocaceres97,1363475222,2013-03-16 23:07:02,enlaces rotos,es inapropiado sesgar un artículo en wikipedia.,1,,,,,https://es.wikipedia.org/wiki/Discusión:Horacio_Cartes
2,5558998,Horacio Cartes,Diegocaceres97,1363475222,2013-03-16 23:07:02,enlaces rotos,diegocaceres97 (discusión) 23:07 16 mar 2013 (utc),1,,,,,https://es.wikipedia.org/wiki/Discusión:Horacio_Cartes
3,5558998,Horacio Cartes,"200.252.214.130,Aldo Fabian",1358440424,2013-01-17 16:33:44,enlaces rotos,"es necesario que las personas que conocen la historia de produccion de tabaco y de eventual trafico ilegal a brasil y estados unidos por parte de empresas de horacio cartes hagan una edicion de esta pagina e incluyan estas referencias (esta sugerencia fue realizada por la cuenta ip 200.252.214.130, quien olvido firmarla)",2,,,,,https://es.wikipedia.org/wiki/Discusión:Horacio_Cartes
4,5558998,Horacio Cartes,Aldo Fabian,1358440424,2013-01-17 16:33:44,enlaces rotos,":coincido totalmente, un usuario ya había colocado esa información, pero tuvo que ser borrada ya que infringia los derechos de autor, ya que la información pertenecia a la página del movimiento tekojoja, y fue copiada exactamente igual.",3,,,,,https://es.wikipedia.org/wiki/Discusión:Horacio_Cartes
5,5558998,Horacio Cartes,Aldo Fabian,1358440424,2013-01-17 16:33:44,enlaces rotos,--  aldo fabian (discusión) 16:33 17 ene 2013 (utc),3,,,,,https://es.wikipedia.org/wiki/Discusión:Horacio_Cartes
0,264096,Ollanta Humala,Zerep11,1145118618,2006-04-15 16:30:18,sobre los último cambios y reversiones,veo que los cambios que hice en un intento de objetividad han sido revertidos y tachados de vandalismo.,1,,,,,https://es.wikipedia.org/wiki/Discusión:Ollanta_Humala
1,264096,Ollanta Humala,Zerep11,1145118618,2006-04-15 16:30:18,sobre los último cambios y reversiones,tal definición me parece inaceptable.,1,,,,,https://es.wikipedia.org/wiki/Discusión:Ollanta_Humala
2,264096,Ollanta Humala,Zerep11,1145118618,2006-04-15 16:30:18,sobre los último cambios y reversiones,"ignoro los motivos, pero no voy a insistir en la idoneidad de mis cambios.",1,,,,,https://es.wikipedia.org/wiki/Discusión:Ollanta_Humala
3,264096,Ollanta Humala,Zerep11,1145118618,2006-04-15 16:30:18,sobre los último cambios y reversiones,sólo eran una propuesta.,1,,,,,https://es.wikipedia.org/wiki/Discusión:Ollanta_Humala
4,264096,Ollanta Humala,Zerep11,1145118618,2006-04-15 16:30:18,sobre los último cambios y reversiones,"pero sí me voy a permitir pedir que lo hagan otros y que se cambie esta página, cuyo énfasis en contenidos más que opinables es claramente delator de intenciones que van más allá de lo que debe ser, creo, la wikipedia.",1,,,,,https://es.wikipedia.org/wiki/Discusión:Ollanta_Humala
5,264096,Ollanta Humala,Zerep11,1145118618,2006-04-15 16:30:18,sobre los último cambios y reversiones,"en todo caso, yo no voy a volver a intentarlo.",1,,,,,https://es.wikipedia.org/wiki/Discusión:Ollanta_Humala
