row_id,page_id,page_title,contributor,timestamp,topic,opinion,type,stance,sentiment
15,581601,Discusión:Rafael Correa,Napier,1351269644,la base de manta,saludos ---- ★ e ★ 16:40 26 oct 2012 (utc),ATT+,,
16,581601,Discusión:Rafael Correa,Eldlaflk,1351298147,la base de manta,muchas gracias --eldlaflk (discusión) 00:35 27 oct 2012 (utc),ATT+,,
17,581601,Discusión:Rafael Correa,Nihilo,1172447487,socialismo del siglo xxi,"el socialismo del siglo xxi no tiene un programa claro, se parece más al nacional-desarrollismo de los gobiernos de ""centro-derecha"" latinoamericanos del los años 50s y 60s.",CO,,
18,581601,Discusión:Rafael Correa,Nihilo,1172447487,socialismo del siglo xxi,"actualización del discruso marxista-leninista, mmm en la reivindicacion del poder al estado puede ser pero nada de marxismo hay, menos decir que proviene de un análisis de clase, eso se te pasó, imagino.",CM,,
19,581601,Discusión:Rafael Correa,Nihilo,1172447487,socialismo del siglo xxi,"todos están concientes, incluso en el análisis de la última campàña presindecial hecho por la flacso se toma en cuenta que el discurso y sus orígenes son de la doctrina social de la iglesia.",CO,,
20,581601,Discusión:Rafael Correa,Nihilo,1172447487,socialismo del siglo xxi,"y de que estos movimientos están en parte centrados a la personalidad, al menos en el caso de chávez es bastante constatable (el ""socialismo"" venezolanao es tan solo la chorrada que se le ocurra a chávez en el momento), en el caso de correa es parcial, en el caso de morales es más apariencia mediática, ya que los movimientos populares de allá han sido los protagonistas desde el principo.",CO,,
21,581601,Discusión:Rafael Correa,"190.10.157.236,Nihilo",1161026126,socialismo del siglo xxi,"populismo con discurso socialista, puede ser;",CO,,
22,581601,Discusión:Rafael Correa,Nihilo,1172447487,socialismo del siglo xxi,"pero la tendencia ideológica seria ha sido ratificada por el propio presidente, fantasear con que es una resurrección del marxismo-leninismo pues no sé que decirte para no ofenderte, personalmente en todo caso espero que no.",CO,,
23,581601,Discusión:Rafael Correa,"190.10.157.236,Nihilo",1161026126,socialismo del siglo xxi,"p.d.:en esta última elección tuvo mucha incidencia el factor religioso, por un lado los defensores del neoliberalismo a ultranza que se aliaron con sectro oligárquico empresarial y con el sectoir conservador del clero;",CO,,
24,581601,Discusión:Rafael Correa,Nihilo,1172447487,socialismo del siglo xxi,"y los otros que aplearon a la doctrina social de la iglesia y el tradicionalismo religioso junto con aquellos que han querido ver socialismo donde nadie aún sabe que mismo hay, neoliberalismo moderado con discurso social ¿?, quién sabe los gobernantes se dan para farsas.",CO,,
25,581601,Discusión:Rafael Correa,Nihilo,1172447487,socialismo del siglo xxi,saludos.,ATT+,,
26,581601,Discusión:Rafael Correa,"190.10.157.236,Nihilo",1172447487,socialismo del siglo xxi,--nihilo 00:51 26 feb 2007 (cet),NRC,,
27,581601,Discusión:Rafael Correa,Epiovesan,1197251088,socialismo del siglo xxi,----,NRC,,
28,581601,Discusión:Rafael Correa,Ricewind,1172776561,socialismo del siglo xxi,no concuerdo con usted en que el socialismo del siglo xxi no cuente con un programa concreto de actuación.,CO,,
29,581601,Discusión:Rafael Correa,Ricewind,1172776561,socialismo del siglo xxi,"existe gran cantidad de bibliografía tratante de la actuación sobre las condiciones objetivas y la logística del ""nuevo"" socialismo.",CO,,
30,581601,Discusión:Rafael Correa,Ricewind,1172776561,socialismo del siglo xxi,"para prueba un botón, tenemos libros como haiman el troudi, juan carlos monedero - empresas de producción social.",CO,,
31,581601,Discusión:Rafael Correa,Ricewind,1172776561,socialismo del siglo xxi,"instrumento para el socialismo del siglo xxi que trata sobre la logística de las eps, una de las piedras angulares del susodicho socialismo.",CO,,
32,581601,Discusión:Rafael Correa,Ricewind,1172776561,socialismo del siglo xxi,"desde luego no creo que sea una nueva forma de desarrollismo, pues si bien el desarrollismo era la respuesta de una burguesía inconforme con su situación de recesiva para con la burguesía imperialista (por eso el cierto grado de anti-imperialismo del mismo) este socialismo plantea iniciativas como la colectivización de los medios de producción, la democracia participativa o la integración económica latinoamericana contrarias a los intereses de dichos sectores.",CO,,
33,581601,Discusión:Rafael Correa,Ricewind,1172776561,socialismo del siglo xxi,"en definitiva, aunque no sea el socialismo del siglo xxi un calco de la revolución bolchevique, no debe serlo para que se considere una nueva forma de marxismo-leninismo.",CO,,
34,581601,Discusión:Rafael Correa,Ricewind,1172776561,socialismo del siglo xxi,no importa tanto el continente en reformas de la revolución como la clase social de la que surge tal iniciativa.,CO,,
35,581601,Discusión:Rafael Correa,Ricewind,1172776561,socialismo del siglo xxi,"posiblemente tenga un carácter más heterogeneo el origen del socialismo del siglo xxi que el simple marxismo-leninismo, pero desde luego no podemos negar la vanguardia política que los movimientos de dicho signo suponen para este nuevo socialismo.",CO,,
36,581601,Discusión:Rafael Correa,Ricewind,1172776561,socialismo del siglo xxi,"por otra banda, ya que citamos a chávez, también podríamos comentar el hecho de que este indicase el origen trotskista (una corriente marxista-leninista) de ""su"" proyecto socialista.",CM,,
37,581601,Discusión:Rafael Correa,Ricewind,1172776561,socialismo del siglo xxi,usted también no se de donde se ha sacado que nadie afirme que venezuela es un estado socialista.,ATT-,,
38,581601,Discusión:Rafael Correa,Ricewind,1172776561,socialismo del siglo xxi,"desde luego que no lo es, sino en una fase histórica bien diferente nos hayaríamos.",CO,,
39,581601,Discusión:Rafael Correa,Ricewind,1172776561,socialismo del siglo xxi,"la fase revolucionaria en la que se encuentra el proceso venezolano (por etiquetarla de alguna forma) es una fase de confrontación con una burguesía nacional no derrotada, en definitiva, en una fase pre-socialista.",CO,,
40,581601,Discusión:Rafael Correa,Ricewind,1172776561,socialismo del siglo xxi,el tema de la iglesia...,NRC,,
41,581601,Discusión:Rafael Correa,Ricewind,1172776561,socialismo del siglo xxi,quizás aquí deberíamos ahondar en el hecho de que parte integral de la estrategia marxista-leninista en un país hegemónicamente católico es el introducir la lucha de clases en su seno.,CM,,
42,581601,Discusión:Rafael Correa,Ricewind,1172776561,socialismo del siglo xxi,"la doctrina de la iglesia no tiene un fondo real, ya que es una contradicción con su práctica constante.",CO,,
43,581601,Discusión:Rafael Correa,Ricewind,1172776561,socialismo del siglo xxi,"no es hasta que sus bases tomen conciencia de esto y se confronten con la alta jerarquía de la misma hasta que la susodicha doctrina social puede alcanzar algún sentido, momento en el que es más que patente la lucha de clases en el seno de esa institución.",CO,,
44,581601,Discusión:Rafael Correa,Ricewind,1172776561,socialismo del siglo xxi,un saludo.--ricewind 20:16 1 mar 2007 (cet),ATT+,,
45,581601,Discusión:Rafael Correa,Ricewind,1173217410,modificaciones,"he realizado los siquientes cambios en el artículo, en conreto en la sección ideas políticas:",CU,,
46,581601,Discusión:Rafael Correa,Ricewind,1173217410,modificaciones,*eliminé las alusiones a las diferencias profesionales y personales con hugo chávez y evo morales por lo anteriormente argumentado.,CU,,
47,581601,Discusión:Rafael Correa,Ricewind,1173217410,modificaciones,*eliminé las alusiones a su cercanía a la democracia cristiana por lo anteriormente argumentado.,CU,,
48,581601,Discusión:Rafael Correa,Ricewind,1173217410,modificaciones,"*eliminé la definición del socialismo del siglo xxi como una suerte de neokeynesianismo o neoestructuralismo por no estar en consonancia con la definición de ese término, tal como argumente anteriormente y aparece reflejado en el artículo del mismo.",CU,,
49,581601,Discusión:Rafael Correa,Ricewind,1173217410,modificaciones,"*eliminé las alusiones a su presunto conservadurismo y a su concepción como no radical ya que, como argumenté con anterioridad, no es un dato relevante ni veraz.",CU,,
50,581601,Discusión:Rafael Correa,Ricewind,1173217410,modificaciones,*cambié doctrina social de la iglesia por izquierda heterodoxa en sus orígenes políticos por lo anteriormente argumentado.,CU,,
51,581601,Discusión:Rafael Correa,Ricewind,1173217410,modificaciones,--ricewind 22:43 6 mar 2007 (cet),NRC,,
52,581601,Discusión:Rafael Correa,190163245146,1302592358,modificaciones,"hola a todos, hice una modificacion de una linea en la parte de ""tensiones con colombia"" y el problema es que no se como poner el link de la fuente..",PPC,,
53,581601,Discusión:Rafael Correa,190163245146,1302592358,modificaciones,las fuentes son wikileaks..,PPC,,
54,581601,Discusión:Rafael Correa,190163245146,1302592358,modificaciones,pero este en particular lo sake de el universo...,PPC,,
55,581601,Discusión:Rafael Correa,190163245146,1302592358,modificaciones,;)  tambien hay otro en youtube sobre lo de las supercomputadoras..,PPC,,
56,581601,Discusión:Rafael Correa,190163245146,1302592358,modificaciones,ese lo toy buscando..,NRC,,
57,581601,Discusión:Rafael Correa,190163245146,1302592358,modificaciones,http://www.eluniverso.com/2011/03/23/1/1361/colombia-planeo-vincular-chavez-correa-farc-informe-wikileaks.html?p=1535&m=2890,PREF ,,
58,581601,Discusión:Rafael Correa,190163245146,1302592358,modificaciones,http://www.youtube.com/watch?v=am8udfgfqfw,PREF ,,
59,581601,Discusión:Rafael Correa,Ricewind,1175253055,opiniones personales,"pido al usuario con ip 64.76.227.68 que dejase de utilizar este artículo wikipédico para verter opiniones meramente personales, ataques y conclusiones sin fundamento sobre el objeto del artículo.",CO,,
60,581601,Discusión:Rafael Correa,Ricewind,1175253055,opiniones personales,"en otras palabras, que deje de vandalizar.",CO,,
61,581601,Discusión:Rafael Correa,Ricewind,1175253055,opiniones personales,--ricewind 13:10 30 mar 2007 (cest),NRC,,
62,581601,Discusión:Rafael Correa,Epiovesan,1197251088,opiniones personales,----,NRC,,
63,581601,Discusión:Rafael Correa,Nihilo,1175276906,opiniones personales,"el usuario que vandalizaba el artículo dice un par de cosas ciertas a mi criterio pero ese no es el punto, psino que las dice sin argumentar mayor cosa y con mucho veneno, por lo que se entiende que debe ser alguien con algún interés en común con la oposición, es muy obvio por la forma en que acusa y a quienes señala con exclusividad sin detenerse mucho en el contexto complejo de la situación.--nihilo 19:48 30 mar 2007 (cest)",COBJ,,
64,581601,Discusión:Rafael Correa,Epiovesan,1197251088,opiniones personales,----,NRC,,
65,581601,Discusión:Rafael Correa,Ricewind,1177316802,opiniones personales,no sería mal tema pedir que este artículo fuese semiprotegido.--ricewind 10:26 23 abr 2007 (cest),NRC,,
66,581601,Discusión:Rafael Correa,Epiovesan,1197251088,opiniones personales,----,NRC,,
67,581601,Discusión:Rafael Correa,200.24.209.98,1197246780,opiniones personales,"referente a nuestro presidente el no viene de una familia humilde, sino de la clase media.si bien se ha tratado de redactar bajo un trasluz de ecuanimidad, aún se nota que el autor mantiene preferencias por correa.",CO,,
68,581601,Discusión:Rafael Correa,"200.24.209.98,Epiovesan",1197251088,opiniones personales,no pienso que el artículo merezca semiprotección._ rolo 73 --200.24.209.98 01:34 10 dic 2007,NRC,,
69,581601,Discusión:Rafael Correa,Epiovesan,1197251088,opiniones personales,----,NRC,,
70,581601,Discusión:Rafael Correa,Epiovesan,1197251371,opiniones personales,"estimado 200.24.209.98, estoy de acuerdo con tu cambio.",NRC,,
71,581601,Discusión:Rafael Correa,Epiovesan,1197251371,opiniones personales,"si crees que hay algo más que se le pueda cambiar en mejora del artículo, ¡adelante!",IC,,
72,581601,Discusión:Rafael Correa,Epiovesan,1197251371,opiniones personales,"aunque, sería mejor con un usuario propio, ¿no crees?",NRC,,
73,581601,Discusión:Rafael Correa,Epiovesan,1197251371,opiniones personales,abre tu cuenta nueva aquí.,NRC,,
74,581601,Discusión:Rafael Correa,Epiovesan,1197251371,opiniones personales,voy a colocar la plantilla de artículo no neutral.,NRC,,
75,581601,Discusión:Rafael Correa,Epiovesan,1197251371,opiniones personales,"saludos, --epiovesan 02:49 10 dic 2007 (cet)",ATT+,,
76,581601,Discusión:Rafael Correa,Epiovesan,1197251088,opiniones personales,----,NRC,,
77,581601,Discusión:Rafael Correa,Asurbanipal~eswiki,1204602388,opiniones personales,yo eliminé agravios contra el presidente correa y el presidente chavez.,CU,,
78,581601,Discusión:Rafael Correa,Asurbanipal~eswiki,1204602388,opiniones personales,Err:508,NRC,,
79,581601,Discusión:Rafael Correa,Javi 66,1204645925,pertinencia,he eliminado dos citas y la lista de ministros de estado y de viajes.,PPC,,
80,581601,Discusión:Rafael Correa,Javi 66,1204645925,pertinencia,no tiene sentido detallar todos los viajes del presidente ni nombrar a todos los funcionarios con rango de ministro.,PSR,,
81,581601,Discusión:Rafael Correa,Javi 66,1204645925,pertinencia,además puse la referencia sobre la asamblea en otra sección.,PPC,,
82,581601,Discusión:Rafael Correa,HUB,1204648340,pertinencia,:no creo que sea conveniente eliminar tanto material.,PSR,,
83,581601,Discusión:Rafael Correa,HUB,1204648340,pertinencia,de momento he trasladado las tablas de ministros y secretarios a anexo:ministros de ecuador‎ y a anexo:secretarios de estado de ecuador‎ respectivamente.,PPC,,
84,581601,Discusión:Rafael Correa,HUB,1204648340,pertinencia,hub (discusión) 16:32 4 mar 2008 (utc),NRC,,
85,581601,Discusión:Rafael Correa,190.8.44.52,1204907081,pertinencia,----,NRC,,
86,581601,Discusión:Rafael Correa,190.8.44.52,1204907081,pertinencia,"es necesario preguntarnos si las tablas relacionadas con las promesas y los viajes del presidente rafael vicente correa resultan realmente de utilidad informativa para la wikipedia, o si en cambio añaden información innecesaria.",PSR,,
87,581601,Discusión:Rafael Correa,190.8.44.52,1204907081,pertinencia,la página podría verse sobrecargada en este sentido.,NRC,,
88,581601,Discusión:Rafael Correa,190.8.44.52,1204907081,pertinencia,consideremos eliminar información excesiva e innecesaria para servir mejor al proyecto de wikipedia.,PSR,,
89,581601,Discusión:Rafael Correa,190.8.44.52,1204907081,pertinencia,190.8.44.52 (discusión) 16:24 7 mar 2008 (utc),NRC,,
90,581601,Discusión:Rafael Correa,Joc.rod,1204918419,pertinencia,"estoy totalmente de acuerdo contigo, no le veo la necesidad a poner una lista de promesas cumplidas o indices economicos del gobierno.",PSR,,
91,581601,Discusión:Rafael Correa,Joc.rod,1204918419,pertinencia,sobre carga la pagina.,NRC,,
92,581601,Discusión:Rafael Correa,Joc.rod,1204918419,pertinencia,"y crea una falsa vision de un gobierno, puesto que son muchas mas las promesas que hizo correa, y esa lista no es un resumen representativo de estas, lo mismo que los indices, porque indices de exportacion y no indices como escolaridad, reduccion de pobreza y otras areas en las que se concentra correa.",PSR,,
93,581601,Discusión:Rafael Correa,Joc.rod,1204918419,pertinencia,"por el bien y la neutralidad del articulo creo que es necesario quitar estas tablas, que no existen en ningun otro articulo de presidentes y que sirven a mostrar una imagen del gobierno que no necesariamente es la justa o neutral.--joc.rod (discusión) 19:33 7 mar 2008 (utc)",CU,,
94,581601,Discusión:Rafael Correa,SUJETO,1223401349,pertinencia,correcciones de estilo: tiempo,NRC,,
95,581601,Discusión:Rafael Correa,SUJETO,1223401349,pertinencia,"hay hechos que ya ocurrieron, por favor anotar el año o la fecha en los que ocurrieron para evitar ambigüedades.",CM,,
96,581601,Discusión:Rafael Correa,SUJETO,1223401349,pertinencia,a futuro hacer lo mismo.,NRC,,
97,581601,Discusión:Rafael Correa,SUJETO,1223401349,pertinencia,"debería ampliarse el caso del conflicto colombiano,",PSR,,
98,581601,Discusión:Rafael Correa,SUJETO,1223401349,pertinencia,ya que existen (no aquí) muchas verdades a medias manejadas por los medios colombianos.,PSR,,
99,581601,Discusión:Rafael Correa,SUJETO,1223401349,pertinencia,"en honor a lo que pasó, existe abundante material en los periódicos ecuatorianos al igual que en las cadenas radiales.",PSR,,
0,1591071,Discusión:Donald Trump,Triplecaña,1485167654,,"{| class=wikitable style=""background-color:rgba(0,0,255,0.1);",NRC,,
1,1591071,Discusión:Donald Trump,Triplecaña,1485167654,,margin-left: auto;,NRC,,
2,1591071,Discusión:Donald Trump,Triplecaña,1485167654,,margin-right: auto;,NRC,,
3,1591071,Discusión:Donald Trump,Triplecaña,1485167654,,"float:right;""",NRC,,
4,1591071,Discusión:Donald Trump,Triplecaña,1485167654,,!,NRC,,
5,1591071,Discusión:Donald Trump,Triplecaña,1485167654,,visitas a la página de este artículo en los últimos 30 días,NRC,,
6,1591071,Discusión:Donald Trump,Triplecaña,1485167654,,|-,NRC,,
7,1591071,Discusión:Donald Trump,Triplecaña,1485167654,,|  ,NRC,,
" estadísticas detalladas de tráfico""",,,,,,,NRC,,
8,1591071,Discusión:Donald Trump,Triplecaña,1485167654,,|},NRC,,
9,1591071,Discusión:Donald Trump,Bwunto,1478676310,aun no es presidente,todavía es candidato bwunto (discusión) 07:25 9 nov 2016 (utc),NRC,,
10,1591071,Discusión:Donald Trump,Anderwsont,1478678438,aun no es presidente,":se trabaja con el titulo ""presidente electo"" hasta que asuma el 20/01.",CO,,
11,1591071,Discusión:Donald Trump,Anderwsont,1478678438,aun no es presidente,saludos!,ATT+,,
12,1591071,Discusión:Donald Trump,Anderwsont,1478678438,aun no es presidente,--anderwsont (discusión) 08:00 9 nov 2016 (utc),NRC,,
13,1591071,Discusión:Donald Trump,Jkbw,1478827660,aun no es presidente,"::formalmente, la situación es mas complicada: los miembros del colegio electoral se reúnen el primer lunes después del segundo miércoles de diciembre (2016: el 19 de diciembre) para elegir el presidente, el término ""presidente electo"" se aplica no antes de esa fecha.",CO,,
14,1591071,Discusión:Donald Trump,Jkbw,1478827660,aun no es presidente,--jkbw (discusión) 01:27 11 nov 2016 (utc),NRC,,
15,1591071,Discusión:Donald Trump,Ibn Gabirol,1478679429,errores gramaticales,hay muchos trozos escritos por un no nativo.,NRC,,
16,1591071,Discusión:Donald Trump,Ibn Gabirol,1478679429,errores gramaticales,"he cambiado algunos, pero hay demasiados.",NRC,,
17,1591071,Discusión:Donald Trump,Ibn Gabirol,1478679429,errores gramaticales,debería mirarse...,NRC,,
18,1591071,Discusión:Donald Trump,Ibn Gabirol,1478679429,errores gramaticales,ibn gabirol (discusión) 08:17 9 nov 2016 (utc),NRC,,
19,1591071,Discusión:Donald Trump,83.60.3.222,1478685697,información incorrecta,no es verdad que sea el 45º presidente electo;,CW,,
20,1591071,Discusión:Donald Trump,83.60.3.222,1478685697,información incorrecta,"entre otras cosas porque ha habido presidentes que han dimitido, muerto o sido asesinados y le han sucedido sus vicepresidentes sin nuevas elecciones.",IP,,
21,1591071,Discusión:Donald Trump,83.60.3.222,1478685697,información incorrecta,será el 45º presidente de ee.uu.,IP,,
22,1591071,Discusión:Donald Trump,83.60.3.222,1478685697,información incorrecta,cuando tome posesión de su cargo el 20 de enero de 2017;,IP,,
23,1591071,Discusión:Donald Trump,83.60.3.222,1478685697,información incorrecta,"hasta entonces no es más que el próximo presidente de ee.uu., mientras que barack obama es el presidente de estados unidos en funciones.83.60.3.222 (discusión) 10:01 9 nov 2016 (utc)",IP,,
24,1591071,Discusión:Donald Trump,88.3.12.102,1484325604,información incorrecta,"se dice que es católico, pero el es protestante concretamente ""presbiterano"" y el lo ha reconocido, y no tiene nada que ver una rama del cristianismo con otra así que es urgente corregir esta información.",IC,,
25,1591071,Discusión:Donald Trump,Jarould,1484335393,información incorrecta,:no.,NRC,,
26,1591071,Discusión:Donald Trump,Jarould,1484335393,información incorrecta,debes leer otra vez ese artículo que tú señalas.,NRC,,
27,1591071,Discusión:Donald Trump,Jarould,1484335393,información incorrecta,"allí dice que él se autodefine como «(cristiano) protestante, ...",CO,,
28,1591071,Discusión:Donald Trump,Jarould,1484335393,información incorrecta,presbiteriano» (en una entrevista de 2011) y que «obtuvo el 81% de los votos de cristianos evangélicos blancos y el 60% de los católicos blancos».,CO,,
29,1591071,Discusión:Donald Trump,Jarould,1484335393,información incorrecta,¿en dónde dice que trump es católico?,IS,,
30,1591071,Discusión:Donald Trump,Jarould,1484335393,información incorrecta,"<span style=""background:&#35;43cd80;",NRC,,
31,1591071,Discusión:Donald Trump,Jarould,1484335393,información incorrecta,border:2px solid &#35;43cd80;,NRC,,
32,1591071,Discusión:Donald Trump,Jarould,1484335393,información incorrecta,"color:yellow;""> + jarould 19:23 13 ene 2017 (utc)",NRC,,
33,1591071,Discusión:Donald Trump,LMLM,1478712901,discutido,"tal y como se explica en colegio electoral de los estados unidos, los ciudadanos de eua no eligen directamente a su presidente.",CO,,
34,1591071,Discusión:Donald Trump,LMLM,1478712901,discutido,"al ser un sistema indirecto no es apropiado denominarlo ""electo"" hasta que el colegio electoral vote [http://www.fundeu.es/recomendacion/electo-elegido].",PREF ,,
35,1591071,Discusión:Donald Trump,LMLM,1478712901,discutido,tampoco es apropiado usar el escudo presidencial hasta que tome posesión.,CO,,
36,1591071,Discusión:Donald Trump,LMLM,1478712901,discutido,díjolo lmlm > ¡contáimelo! 17:35 9 nov 2016 (utc),NRC,,
37,1591071,Discusión:Donald Trump,Echando una mano,1478713827,discutido,": es cierto que oficialmente no es ""presidente electo"" hasta que no se reúne el colegio electoral, pero ya tiene tal consideración desde que se determina que es el ganador de las elecciones;",CO,,
38,1591071,Discusión:Donald Trump,Echando una mano,1478713827,discutido,"de hecho, aunque el colegio no se reúne hasta diciembre, las reuniones con la administración cesante ya comienzan inmediatamente después de ser declarado vendedor en el proceso electoral.",CO,,
39,1591071,Discusión:Donald Trump,Echando una mano,1478713827,discutido,lo del escudo sí debe quitarse.,PSR,,
40,1591071,Discusión:Donald Trump,Echando una mano,1478713827,discutido,--echando una mano 17:50 9 nov 2016 (utc),NRC,,
41,1591071,Discusión:Donald Trump,LMLM,1478715150,discutido,"::como dice fundeu es más apropiado nombrarlo como futuro presidente o algo así, que nadie discute.",CO,,
42,1591071,Discusión:Donald Trump,LMLM,1478715150,discutido,díjolo lmlm > ¡contáimelo! 18:11 9 nov 2016 (utc),NRC,,
43,1591071,Discusión:Donald Trump,LMLM,1478845720,discutido,":el caso es que los estadounidenses no eligen directamente a su presidente (sufragio indirecto, es decir, no directo).",CO,,
44,1591071,Discusión:Donald Trump,LMLM,1478845720,discutido,"los estadounidenses han elegido a los electores y estos elegirán al presidente y al vicepresidente, de acuerdo a su constitución.",CO,,
45,1591071,Discusión:Donald Trump,LMLM,1478845720,discutido,serán elegidos los que obtengan mayoría de votos de los electores.,CO,,
46,1591071,Discusión:Donald Trump,LMLM,1478845720,discutido,"luego si no han sido elegidos, es inapropiado llamarlos ""electos"".",CO,,
47,1591071,Discusión:Donald Trump,LMLM,1478845720,discutido,díjolo lmlm > ¡contáimelo! 06:25 11 nov 2016 (utc),NRC,,
48,1591071,Discusión:Donald Trump,Tximitx,1478867499,discutido,::discrepo de la última opinión.,CO,,
49,1591071,Discusión:Donald Trump,Tximitx,1478867499,discutido,los electores americanos si han elegido presidente.,CO,,
50,1591071,Discusión:Donald Trump,Tximitx,1478867499,discutido,de hecho en casi todos los estados de ee.,CO,,
51,1591071,Discusión:Donald Trump,Tximitx,1478867499,discutido,uu.,NRC,,
52,1591071,Discusión:Donald Trump,Tximitx,1478867499,discutido,los electores eligen únicamente el presidente y no conocen a los compromisarios que son elegidos por el partido.,CO,,
53,1591071,Discusión:Donald Trump,Tximitx,1478867499,discutido,"otra cosa es si luego los compromisarios respetan el voto de los ciudadanos, pero sí que hay un presidente electo (=elegido) por los ciudadanos.",CO,,
54,1591071,Discusión:Donald Trump,Tximitx,1478867499,discutido,"::distinto es el caso de países como españa y la mayoría de países con elección indirecta, donde los ciudadanos no votan por un presidente (no hay un presidente electo porque no han votado por ninguno), sino que votan por congresistas que luego son los que eligen al presidente.",CO,,
55,1591071,Discusión:Donald Trump,Tximitx,1478867499,discutido,"cierto que luego esos diputados, pertenecientes a un partido, votan por el candidato de su partido como presidente, por lo que indirectamente se elige un presidente, pero no hay un voto directo para elegir presidente.",CO,,
56,1591071,Discusión:Donald Trump,Tximitx,1478867499,discutido,pero en el caso de ee.,CO,,
57,1591071,Discusión:Donald Trump,Tximitx,1478867499,discutido,"uu., como ya he dicho, sí que hay una votación directa para elegir presidente, por lo que sí se puede hablar de presidente electo.",CO,,
58,1591071,Discusión:Donald Trump,Tximitx,1478867499,discutido,"luego esos votos se convierten en elección indirecta, pero eso no quita que los ciudadanos de ee.",CO,,
59,1591071,Discusión:Donald Trump,Tximitx,1478867499,discutido,uu.,NRC,,
60,1591071,Discusión:Donald Trump,Tximitx,1478867499,discutido,sí que han hecho una votación directa por un presidente y por tanto si hay un presidente electo.,CO,,
61,1591071,Discusión:Donald Trump,Tximitx,1478867499,discutido,"en diciembre el colegio electoral podrá elegir o no otro presidente, pero mientras tanto sí que hay un presidente electo (=elegido) por los ciudadanos con independencia de que luego se convierta en presidente o no.",CO,,
62,1591071,Discusión:Donald Trump,Tximitx,1478867499,discutido,--tximitx (discusión) 12:27 11 nov 2016 (utc),NRC,,
63,1591071,Discusión:Donald Trump,LMLM,1478888771,discutido,:::que el sistema de elección del presidente de los estados unidos es indirecto no es una opinión.,IC,,
64,1591071,Discusión:Donald Trump,LMLM,1478888771,discutido,es lo que dicen las fuentes.,NRC,,
65,1591071,Discusión:Donald Trump,LMLM,1478888771,discutido,esto quiere decir que los estadounidenses no eligen directamente al presidente.,CO,,
66,1591071,Discusión:Donald Trump,LMLM,1478888771,discutido,":::que el presidente es elegido directamente, realmente, efectivamente, etc por el colegio electoral de los estados unidos no es tampoco ninguna opinión.",CU,,
67,1591071,Discusión:Donald Trump,LMLM,1478888771,discutido,"del mismo modo, que la única función de dicho colegio es elegir al presidente y al vicepresidente tampoco es una opinión.",CU,,
68,1591071,Discusión:Donald Trump,LMLM,1478888771,discutido,"ni ratificar al ya elegido, ni nada parecido.",CO,,
69,1591071,Discusión:Donald Trump,LMLM,1478888771,discutido,":::que el colegio electoral no ha votado todavía y que, en consecuencia, no ha elegido presidente y vicepresidente tampoco es una opinión.",CU,,
