"row_id","page_id","page_title","contributor","timestamp","topic","opinion","type","stance","sentiment"
"14","1204425","Discusión:Evo Morales","201.222.93.34","1216755072","falta bastante informacion","me refiero a la referendum revocatorio del presidente y los prefectos de las regiones  de agosto donde con una ley tramposa ya que para ratificar o revocar al presidente y los prefectos no necesitan los mismos porcentajes que deberian ser mas del 50% (creo yo y muchos analistas politicos de mi pais que jamas en la historia d la democracia se va a desarrollar una consulta al pueblo tan sucias y tramposas que el presidente necesitaun 48%y algunos prefectos necesitan mas del 60%)","1","-1","0"
"15","1204425","Discusión:Evo Morales","201.222.93.34","1216755072","falta bastante informacion","bueno para finalizar podria seguir hablandoles sobre las averraciones que esta cometiendo este señor en mi pais que no las veo contempladas en este articulo.","1","0","1"
"16","1204425","Discusión:Evo Morales","201.222.93.34","1216755072","falta bastante informacion","lo cual le duele a uno por que las personas fuera de bolivia tienen una falsa imagen de que evo morales es el mesias de bolivia tan solo por el echo de haber sido el primer presidente indigena lo que en mi opinion personal es una discriminacion pues puede ser indigena y haber sido pobre pero no salva a nadie de ser autoritario y de no respetar los derechos humanos.","1","1","1"
"17","1204425","Discusión:Evo Morales","201.222.93.34","1216755072","falta bastante informacion","quisiera que alguien se encargara de poner esta informacion mas detallada, sin irse al otro extremo para que haci las personas que quieran enterarse de quien es una personalidad como evo morales no vean una informacion parcialisada y que dejen al lector sacar una conclusion propia ya que lo que se escriba aqui no va ser por ahora nada mas sino que va a quedar ahi para las siguientes generaciones como un libro escrito por todos y para todos, gracias.","1","0","1"
"18","1204425","Discusión:Evo Morales","201.222.93.34","1216755072","falta bastante informacion","--201.222.93.34 (discusión) 19:31 22 jul 2008 (utc)","1","0","-1"
"19","1204425","Discusión:Evo Morales","205.241.38.220","1234809729","falta bastante informacion","deswgraciadamente muchas personas opositoras al gobierno, se han dado a la tarea de desprestigiar al actual presidente morales, quien si bien pudiere cometer errores, esta siendo atacado  con mentiras a tal extremo como:","1","-1","-1"
"20","1204425","Discusión:Evo Morales","205.241.38.220","1234809729","falta bastante informacion","""escoge a dios o a evo morales""","1","0","0"
"21","1204425","Discusión:Evo Morales","205.241.38.220","1234809729","falta bastante informacion",""" evo respalda el asesinato"" (justicia comunitaria mal interpretada como linchamiento)","0","-1","0"
"22","1204425","Discusión:Evo Morales","205.241.38.220","1234809729","falta bastante informacion",""" la constitucion masista sustituye a la biblia en bolivia""etc.","1","1","-1"
"23","1204425","Discusión:Evo Morales","Rosarinagazo,205.241.38.220","1234809729","falta bastante informacion","el afan de algunos politicos y terratenientes por resistirse al cambio impulsado en bolivia, con un marcado caracter social y humanitario, esta siendo repelido por los medios mas indecibles, donde una gran parte de las regiones orientales es intimiodada y enganada.","0","0","0"
"24","1204425","Discusión:Evo Morales","205.241.38.220","1234809729","falta bastante informacion","como muestra, los grupos ""pacifistas"" que se oponen al gobierno, estan formados por jovenes que portan bates de beisbol, palos e incluso armas.","1","1","-1"
"25","1204425","Discusión:Evo Morales","205.241.38.220","1234809729","falta bastante informacion","igualmente muchos medios de comunicacion se han parcializado para lanzaer una serie de acusaciones falsas al gobierno.","1","1","0"
"26","1204425","Discusión:Evo Morales","205.241.38.220","1234809729","falta bastante informacion","por lo cual, si bien se puede revisar el presente articulo, para nada se obvian las ""aberraciones"", que llenan la historia boliviana hace decadas, y no dependen del actual gobierno","0","-1","0"
"27","1204425","Discusión:Evo Morales","131.112.125.105","1213939372","no neutral","estoy de acuerdo con la neutralidad del articulo, ha sido editado solo para mostrar la parte positiva de evo morales, siendo que deberia ser neutral en la misma.","1","-1","1"
"28","1204425","Discusión:Evo Morales","Eledwin01","1196207436","no neutral","me parece que este articulo deberia ser reescrito de nuevo pues mas parece una autobrigrafia escrita en tercera persona que un articulo enciclopedicoetcito 00:50 28 nov 2007 (cet)","1","0","1"
"29","1204425","Discusión:Evo Morales","212.142.139.186","1196244856","no neutral","en letras mayusculas","0","0","1"
"30","1204425","Discusión:Evo Morales","212.142.139.186","1196244856","no neutral","los que escriben estos comentarios son gente que no tiene realidad de las que ellos comentan y seria bueno empezar por ahi, es como si los bolivianos opinaran de la realeza española...s.c.a","0","-1","-1"
"31","1204425","Discusión:Evo Morales","190.129.19.69,212.142.139.186","1257538824","no neutral","varios de los parrafos con los que cuenta este articulo son copia de paginas wbs pro evo morales sin considerar que para ser neural debe ver el asunto objetivamente no solamente resaltando los bueno tambien lo real, tal el caso de la manipulacion del canal estatal tlevision boliviana que se convierte en canl pro evista descalificando y cesgando la informacion que no le conviene al señor presidente evo morales .abg.","0","1","0"
"32","1204425","Discusión:Evo Morales","RenecoBerazaínG","1396403575","no neutral","el transfondo de cualquier opinión ya sea ""pro"" o ""contra"" de evo morales tiene que venir con las respectivas pruebas fiables y documentadas, todo lo demas (me refiero a manifestaciones de que es el salvador o el destructor de bolivia) son meras opiniones personales.","0","-1","-1"
"33","1204425","Discusión:Evo Morales","RenecoBerazaínG","1396403799","no neutral","rbg.","1","0","1"
"34","1204425","Discusión:Evo Morales","Achuara","1274761710","origen indígena","aunque se lo atribuye ser el primer presidente de bolivia de origen indígena, evo morales es mestizo de padre blanco y madre aymara.","1","0","1"
"35","1204425","Discusión:Evo Morales","Achuara","1274761710","origen indígena","el primer mandatario indígena fue el quinto presidente boliviano, mariscal de zepita andrés de santa cruz y calahumana, nacido el 5 de diciembre de 1792, quien tenía origen mestizo lo mismo que el señor evo morales .","1","-1","0"
"36","1204425","Discusión:Evo Morales","Achuara","1274761710","origen indígena","andrés de santa cruz era hijo del español josé de santa cruz y villavicencio y de la indígena aymara juana basilia calahumana, descendiente de la nobleza aymara puesto que su padre era el cacique de huarina.","0","1","0"
"37","1204425","Discusión:Evo Morales","Achuara","1274761710","origen indígena","consultar la página de la presidencia de bolivia donde figuran todos los presidentes desde la independencia: http://www.presidencia.gob.bo/presidentes.php (achuara)","0","0","0"
"38","1204425","Discusión:Evo Morales","69.219.145.37,Guzmanek","1199043870","origen indígena","la declaración del mestizo evo morales (nombre verdadero: juan evaristo karati ayma) de ser el primer presidente indígena de bolivia ignora a los orígenes amerindios de sus predecesores, mariano melgarejo (1864), carlos quintanilla (1939), rené barrientos (1964), juan josé torres (1976), luis garcía meza (1980), y celso torrelio villa (1981) y otros quienes, por presión socio-racista, tuvieron que adoptar costumbres y vestimenta criolla.","1","0","0"
"39","1204425","Discusión:Evo Morales","69.219.145.37","1199043870","origen indígena","no obstante esa presión, el hecho queda que ellos tuvieron los modos (buenos y malos) para hacerse cargo del país, a pesar de sus origenes humildes.","0","0","1"
"40","1204425","Discusión:Evo Morales","190.188.102.250","1212860862","origen indígena","todos los bolivianos son de origen indÍgena.","0","-1","1"
"41","1204425","Discusión:Evo Morales","Caleidoscopic","1199750231","origen indígena","indígena y mestizo son claramente dos cosas diferentes al margen de que morales lo sea o no, y  orígenes humildes son términos muy vagos.--caleidoscopic 00:57 8 ene 2008 (cet)","1","1","-1"
"42","1204425","Discusión:Evo Morales","190.104.4.68","1257706278","origen indígena","personalmente la palabra originario me parece discriminatoria y soberbia sobre todo cuando se sabe que ya no existe el indigena puro en bolivia todos somos de alguna manera mestizos simplemente unos con rasgos indigenas mas marcados que otros.","1","0","-1"
"43","1204425","Discusión:Evo Morales","Estido","1459011152","origen indígena","en la biografía se dice que su lengua materna es el aymará;","1","1","0"
"44","1204425","Discusión:Evo Morales","Estido","1459011152","origen indígena","sin embargo, evo morales no habla ese idioma, tampoco quechua (pese a que vivió muchos años en el chapare).--estido (discusión) 16:52 26 mar 2016 (utc)","0","1","1"
"45","1204425","Discusión:Evo Morales","Bcanfu,Alejandrosanchez","1196385543","sin referencias","dice el wp:verasegurarse de que el contenido del artículo no represente únicamente la opinión personal del autor.","0","0","1"
"46","1204425","Discusión:Evo Morales","Alejandrosanchez","1196385543","sin referencias","sin importar las creencias y convicciones personales de cada uno de los editores, si el material se remite a una evaluación externa, wikipedia cumple con el principio enciclopédico de reproducir objetivamente el estado del conocimiento...evita a toda costa las formulaciones impersonales, como ""algunos autores"", ""hay quien dice"" o ""se ha dicho"";","0","0","0"
"47","1204425","Discusión:Evo Morales","Alejandrosanchez","1196385543","sin referencias","lo correcto es:*identificar expresamente quien ha sostenido esa postura, y*proporcionar medios para poder constatarlo con sus propias afirmaciones...tus propias opiniones o conclusiones son respetables, pero wikipedia no es el lugar para expresarlas.","1","1","0"
"48","1204425","Discusión:Evo Morales","Alejandrosanchez","1196385543","sin referencias","recuerda que wikipedia no es una fuente primaria. además de no neutral (ya que el punto de vista de la iglesia católica boliviana es preeminente frente a los demás puntos, ocupa más de 5 párrafos, frente a los 2 del gobierno de morales y los 3 de los opositores, ningún punto de vista debe ser preeminente frente a los demás o si no ya no hay neutralidad, wp:pvn) el artículo expresa demasiados adjetivos y juicios valorativos, parece la opinión personal de alguien antes que un artículo enciclopédico.","1","-1","0"
"49","1204425","Discusión:Evo Morales","Alejandrosanchez","1196385543","sin referencias","habría que ver wp:pae, no es una política (por la baja capacidad autorganizativa -¿baja enciclopecidad?- de la comunidad de es.wikipedia) pero ayudará si se la usa.","1","0","-1"
"50","1204425","Discusión:Evo Morales","Bcanfu,Alejandrosanchez","1196385543","sin referencias","cualqueier afirmación o juzgamiento sobre el tema (sobre todo en temas polémicos) debe tener su referencia externa y, si es necesario, debe aparecer como pie nota una parte del texto de donde procede la afirmación valorativa, wp:citar, hacemos eso o no estamos cumpliendo las políticas de wikipedia, tal como está pasando ahora.","1","1","-1"
"51","1204425","Discusión:Evo Morales","Bcanfu,Alejandrosanchez","1196385543","sin referencias","debido a la falta de referencias, lógicamente el texto no tiene una veracidad asegurada (no admito nada de lo que se expresa en la sección discutida y no neutral), así su veracidad está discutida...si aplico el método científico concluyo que todo lo expresado en la sección es falso, hasta que se pruebe lo contrario.","0","-1","1"
"52","1204425","Discusión:Evo Morales","Alejandrosanchez","1196385543","sin referencias","saludos.","1","1","-1"
"53","1204425","Discusión:Evo Morales","Alejandrosanchez","1196385543","sin referencias","sanct sangha( aquí estoy para leer y compartir)02:15 30 nov 2007 (cet)","1","-1","0"
"54","1204425","Discusión:Evo Morales","Gines Araez","1198228186","violacion del copyright flagrante","resulta que aproximadamente un 60% del texto de la parte ""asamblea constituyente"", es una copia fiel de un articulo periodistico no editado en licencia libre http://www.lostiempos.com/noticias/06-09-07/06_09_07_ultimas_nac11.php, puesto que no existe permiso del autor , procedere a revertir, ese agregado.","0","1","1"
"55","1204425","Discusión:Evo Morales","Gines Araez","1198228186","violacion del copyright flagrante","--gines araez (discusion) 10:09 21 dic 2007 (cet)","0","-1","-1"
"56","1204425","Discusión:Evo Morales","Gacelo","1203549181","otros mas","ver [http://www.evomorales.net] [http://evonobel2007.org].","0","1","0"
"57","1204425","Discusión:Evo Morales","Gacelo","1203549181","otros mas","procederé a sacar los aportes del ""copy-paste"", y a ponerlos como enlaces externos.gacelo (discusión) 23:13 20 feb 2008 (utc)","0","0","-1"
"58","1204425","Discusión:Evo Morales","Caleidoscopic","1199750964","evo","sugiero cambiar evo jugaba, evo inició, etc, este tratamiento le da al artículo un aire de ""mi amigo el evo"" que le quita seriedad al artículo.en artículos similares nos referimos al personaje por su apellido ""gates, propietario de microsoft"", y no ""bill, propietario de microsoft"", ésto contribuye con la imagen no neutral del artículo que parece promover al personaje como ""amigo"" en lugar de sólo describirlo.","0","0","-1"
"59","1204425","Discusión:Evo Morales","Caleidoscopic","1199751010","evo","el estilo tampoco ayuda mucho ya que la estructura se asemeja demasiado a un relato oral y aunque eso es una riqueza dentro de la literatura, esto es una biografía enciclopédica y no una vida novelada, sino existen objeciones haré algunas correcciones en la próxima sesión.--caleidoscopic 01:10 8 ene 2008 (cet)","1","-1","1"
"60","1204425","Discusión:Evo Morales","Gacelo","1203547088","tamaño","en la linea de lo arriba expuesto y para reducir el tamaño de este articulo sugiero mover la mayor parte de las citas a wikisource, ojala con las referencias necesarias.","1","1","1"
"61","1204425","Discusión:Evo Morales","Gacelo","1203547088","tamaño","claro que las referencias las debería dar el que las puso primero.","0","-1","-1"
"62","1204425","Discusión:Evo Morales","Gacelo","1203547088","tamaño","procederé.","0","1","-1"
"63","1204425","Discusión:Evo Morales","Gacelo","1203547088","tamaño","gacelo (discusión) 22:38 20 feb 2008 (utc)","0","-1","-1"
"64","1204425","Discusión:Evo Morales","Ener6","1208819931","borrado de un párrafo con errores","he borrado un párrafo (en la sección ""asamblea constituyente"") debido a que se trata de un error.","1","0","1"
"65","1204425","Discusión:Evo Morales","Ener6","1208819931","borrado de un párrafo con errores","{{cita|se decidió que la completa independencia de la asamblea constituyente era necesariarequerida.","0","-1","1"
"66","1204425","Discusión:Evo Morales","Ener6","1208819931","borrado de un párrafo con errores","la intromisión de los poderes del estado como el ejecutivo y el legislativo no debería suceder jamásrequerida, esta libertad de actuación garantizaría la transparencia, justicia y equidad que se necesitaba para crear la nueva constitución politica del estado, resolución que tampoco es respetada por el gobierno socialista del presidente evo moralesrequerida.}}","0","1","1"
"67","1204425","Discusión:Evo Morales","Ener6","1208819931","borrado de un párrafo con errores","este párrafo es falso debido a que no puede ni pudo decidirse tal cosa, dado que la asamblea constituyente tenía independencia completa desde su inicio, tal como se lee en el artículo 3 de ""ley especial de convocatoria a la asamblea constituyente"", que es la ley que se dictó en el congreso de bolivia, para dar nacimiento a la asamblea constituyente.","1","-1","-1"
"68","1204425","Discusión:Evo Morales","Ener6","1208819931","borrado de un párrafo con errores","el texto completo de dicha ley se lo puede obtener de","0","0","0"
"69","1204425","Discusión:Evo Morales","Ener6","1208819931","borrado de un párrafo con errores","http://www.google.com.bo/url?sa=t&ct=res&cd=1&url=http%3a%2f%2fwww.cne.org.bo%2fcentro_doc%2fnormas_virtual%2facra2006%2fley_convocatoria_ac.pdf&ei=fr4nsljad4hupgtunockbg&usg=afqjcngqucp9-yxud883qpzxtyfoddulza&sig2=jyxrodcvyoxruyi-inyphq","0","-1","0"
"70","1204425","Discusión:Evo Morales","Ener6","1208819931","borrado de un párrafo con errores","ener6 (discusión) 23:18 21 abr 2008 (utc)","1","0","1"
"71","1204425","Discusión:Evo Morales","Estido","1459012184","borrado de un párrafo con errores","pese a quie faltan las citas en el párrafo, la información no es falasa, ya que, precisamente para aprobar la ley especial de convocatoria a la asamblea constituyente, los legisladores acordaron, entre otros aspectos, que la independencia de la asamblea era indispensable para garantizar el trabajo objetivo y transparente de los constituyentes.","0","0","1"
"72","1204425","Discusión:Evo Morales","Estido","1459012184","borrado de un párrafo con errores","no obstante, como sabemos, el ejecutivo coordinó y dirigió a los asamblesitas del mas.--estido (discusión) 17:09 26 mar 2016 (utc)","1","-1","1"
"73","1204425","Discusión:Evo Morales","Sozafelipe","1217104418","fotografía oficial de la presidencia","sugiero cambiar la actual imagen que se tiene por la oficial de su presidencia, como es la tónica con casi todos los mandatarios del mundo, que llevan su foto oficial al tratarse de autoridades del estado.","0","0","0"
"74","1204425","Discusión:Evo Morales","Crichterm12","1218118505","la imparcialidad de wikipedia esta en riesgo","gracias al valiente que escribió su comentario sobre la falta de informacion.","1","1","1"
"75","1204425","Discusión:Evo Morales","Crichterm12","1218118505","la imparcialidad de wikipedia esta en riesgo","apoyo al hermano boliviano que dice que falta mucha información acerca de la verdad del gobierno de evo morales en bolivia.","1","0","1"
"76","1204425","Discusión:Evo Morales","Crichterm12","1218118505","la imparcialidad de wikipedia esta en riesgo","me parece que wikipedia debe cuidar de mantenerse al margen de cualquier uso político por parte de cualquier gobierno, wikipedia es consultado por millones de personas en el mundo.","0","-1","1"
"77","1204425","Discusión:Evo Morales","Crichterm12","1218118505","la imparcialidad de wikipedia esta en riesgo","la responsabilidad por mantener la información fidedigna y real y mantener la fuente de información de forma estable y con un grado de confiabilidad aceptable es muy, muy alta.","0","-1","0"
"78","1204425","Discusión:Evo Morales","Crichterm12","1218118505","la imparcialidad de wikipedia esta en riesgo","se trata de dar honra a la verdad para mentener integridad en la información, así se mantendra el caracter imparcial y netamente informativo, sin pecar de parecer herramienta de propaganda de un gobierno muy astuto como la serpientes es astuta.","0","1","-1"
"79","1204425","Discusión:Evo Morales","Crichterm12","1218118505","la imparcialidad de wikipedia esta en riesgo","estimados amigos de wikipedia, si es que completan la información con el 50% restante que nadie se atreve a decir, entonces apoyo la fusion.","0","0","1"
"80","1204425","Discusión:Evo Morales","Crichterm12","1218118505","la imparcialidad de wikipedia esta en riesgo","si no quieren mencionar la verdad que duele, mejor es mantenerse al margen y no prestarse a ser herramienta de un grupo político que sabe hacer uso de los medios de comunicación para mantener engañado al mundo con el discurso y la apariencia--crichterm12 (discusión) 14:15 7 ago 2008 (utc).","0","1","-1"
"81","1204425","Discusión:Evo Morales","Crichterm12","1218118505","la imparcialidad de wikipedia esta en riesgo","dios les bendiga y les de sabiduria.","0","-1","0"
"82","1204425","Discusión:Evo Morales","Crichterm12","1218118505","la imparcialidad de wikipedia esta en riesgo","paz","1","-1","0"
"83","1204425","Discusión:Evo Morales","Plalopez","1218577882","el principal criterio de neutralidad es la veracidad","el texto inicial (""falta bastante información"") contiene una afirmación que no se ajusta a la realidad: ""la fuerte oposicion que recibe por un 50% de la la poblacion de bolivia"".","1","1","1"
"84","1204425","Discusión:Evo Morales","Plalopez","1218577882","el principal criterio de neutralidad es la veracidad","lo cierto es que evo morales fue elegido por mayoría absoluta de votos, y en el actual referendum revocatorio ha sido ratificado por más de un 60% de votos.","0","-1","-1"
"85","1204425","Discusión:Evo Morales","Plalopez","1218577882","el principal criterio de neutralidad es la veracidad","la realidad es la que es, y si ésta es favorable a evo morales, lo ""neutral"" es describirla correctamente.","1","1","1"
"86","1204425","Discusión:Evo Morales","Plalopez","1218577882","el principal criterio de neutralidad es la veracidad","y no hay mayor prueba de falta de neutralidad que escribir falsedades.","1","-1","1"
"87","1204425","Discusión:Evo Morales","Plalopez","1218577882","el principal criterio de neutralidad es la veracidad","el artículo en discusión contiene información veraz sobre evo morales, y por lo tanto es un texto útil al respecto, sin perjuicio de que pueda completarse con otras informaciones veraces, pero no vertiendo prejuicios contra evo morales.","0","0","0"
"88","1204425","Discusión:Evo Morales","Plalopez","1218577882","el principal criterio de neutralidad es la veracidad","--plalopez (discusión) 21:51 12 ago 2008 (utc)","0","0","1"
"89","1204425","Discusión:Evo Morales","190.104.4.68","1257706738","el principal criterio de neutralidad es la veracidad","tal vez en los datos historicos pueda aparecer el 67% conseguido por el presidente morales en el referendum pero no estaria de mas y la verdad como obligacion con la historia se deberia comentar las nubes de polemica de fraude que rodearon a ese referendum, tal vez no hayan infuido en la totalidad de los resultados pero solo el hecho de que hayan existido las hace dignas a comentario.","0","0","1"
"90","1204425","Discusión:Evo Morales","Fero","1221543221","crisis política en bolivia de 2008","se ha creado el articulo crisis boliviana 2008, por favor colaboren en su expancion, neutralidad y realismo.--fero (discusión) 05:33 16 sep 2008 (utc)","0","-1","-1"
"91","1204425","Discusión:Evo Morales","190.79.108.27","1225049868","profesión no definida","el mencionado artículo menciona en uno de sus párrafos que evo morales no tiene estudios universitarios ni tampoco un título, por tanto en la sección de ocupación que aparece en el encabezado de página no debería mostrarse ""dirigente sindical cocalero"", ya que esta no es una profesión sino más bien un desempeño social no remunerado, por tanto les propongo que en profesión se especifique que no tiene ninguna ya que al no poseer un título universitario se da cabida a la especulación, estoy de acuerdo con los comentarios de otras personas acerca de la poca neutralidad de este artículo ya que no se mencionan los aspectos negativos de dicho personaje.","0","-1","-1"
"92","1204425","Discusión:Evo Morales","Elnegrojose,190.79.108.27","1225051781","profesión no definida","espero se haga una revisión de este artículo ya que la veracidad de wikipedia, esta quedando en juego.","1","0","1"
"93","1204425","Discusión:Evo Morales","Elnegrojose","1225051781","profesión no definida",":es su profesión, por más que no tenga título es su profesión porque se dedica a eso.","1","1","1"
"94","1204425","Discusión:Evo Morales","Elnegrojose","1225051781","profesión no definida","y de veracidad de wikipedia nada, opinión de una ip.","0","1","0"
"95","1204425","Discusión:Evo Morales","Elnegrojose","1225051781","profesión no definida","elnegro (discusión) 20:09 26 oct 2008 (utc)","0","-1","1"
"96","1204425","Discusión:Evo Morales","62.37.149.132","1228207454","profesión no definida","perdón, pero ¿campesino no es un oficio?","0","-1","-1"
"97","1204425","Discusión:Evo Morales","62.37.149.132","1228207454","profesión no definida","en ese caso la inmensa mayoría de la población de este mundo, resulta que es ociosa.","1","0","0"
"98","1204425","Discusión:Evo Morales","62.37.149.132","1228207454","profesión no definida","comentarios descalificativos y elitistas no deberían publicarse.","0","0","-1"
"99","1204425","Discusión:Evo Morales","Manito777","1243992901","profesión no definida",":tenga o no tenga profesion puede gobernar, no?.","1","0","1"
"100","1204425","Discusión:Evo Morales","Manito777","1243992901","profesión no definida","creo que comentarios como ese son discriminativos.","0","1","-1"
"101","1204425","Discusión:Evo Morales","Manito777","1243992901","profesión no definida","--manito777 (discusión) 01:35 3 jun 2009 (utc)","0","0","0"
"102","1204425","Discusión:Evo Morales","190.34.74.99","1248108763","profesión no definida","evo morales","0","-1","-1"
"103","1204425","Discusión:Evo Morales","190.34.74.99","1248108763","profesión no definida","doctor honoris causa en la universidad nacional de panama","1","0","0"
"104","1204425","Discusión:Evo Morales","190.34.74.99","1248108763","profesión no definida","doctor honoris causa de la universidad nacional de la plata","1","1","-1"
"105","1204425","Discusión:Evo Morales","190.34.74.99","1248108763","profesión no definida","doctor honoris causa de la universidad autónoma de santo domingo","0","0","0"
"106","1204425","Discusión:Evo Morales","190.34.74.99","1248108763","profesión no definida","que son titulos de mucho paeso en la sociedad latinoamericana espero mencionen eso en el articulo.","0","0","-1"
"107","1204425","Discusión:Evo Morales","Ferbr1","1248110866","profesión no definida","::¿en vez de discutir, por que no buscan fuentes y consensúan?","1","1","0"
"108","1204425","Discusión:Evo Morales","Ferbr1","1248110866","profesión no definida","me tomé 30 segundos, y encontré dos fuentes que me informaron que fue músico profesional:","0","0","-1"
"109","1204425","Discusión:Evo Morales","Ferbr1","1248110866","profesión no definida","*http://www.abi.bo/index.php?i=enlace_alternativo&j=abi/comentarios/0036.html","1","0","-1"
"110","1204425","Discusión:Evo Morales","Ferbr1","1248110866","profesión no definida","*http://www.abc.es/20090221/internacional-iberoamerica/morales-celebra-carnaval-bolivia-200902210103.html","1","0","1"
"111","1204425","Discusión:Evo Morales","Ferbr1","1248110866","profesión no definida","dos fuentes que me informaron que su profesión es la de político:","1","1","-1"
"112","1204425","Discusión:Evo Morales","Ferbr1","1248110866","profesión no definida","*http://www.elpais.com/todo-sobre/persona/evo/morales/ayma/4630/","1","0","0"
"113","1204425","Discusión:Evo Morales","Ferbr1","1248110866","profesión no definida","*http://www.abc.es/personajes/famoso.asp?biografia=evo%20morales&historia=234","1","-1","1"
"114","1204425","Discusión:Evo Morales","Ferbr1","1248111001","profesión no definida","y otra que menciona que fue trabajando de distintas cosas:","0","1","0"
"115","1204425","Discusión:Evo Morales","Ferbr1","1248111001","profesión no definida","*http://noticias.terra.com/articulo/html/act324142.htm","0","1","0"
"116","1204425","Discusión:Evo Morales","Ferbr1","1248110866","profesión no definida","::ya están las referencias.","1","1","1"
"117","1204425","Discusión:Evo Morales","Ferbr1","1248110866","profesión no definida","lo que falta es añadirlas al artículo.","1","1","-1"
"118","1204425","Discusión:Evo Morales","Ferbr1","1248110866","profesión no definida","ferbr1 (discusión) 17:27 20 jul 2009 (utc)","0","0","1"
"119","1204425","Discusión:Evo Morales","Elnegrojose","1228100856","plantilla de sección discutida","hola, que tal.","0","-1","1"
"120","1204425","Discusión:Evo Morales","Elnegrojose","1228100856","plantilla de sección discutida","el día 30 de agosto del año pasado se incluyó la plantilla de sección con información discutida en asamblea constituyente.","1","-1","1"
"121","1204425","Discusión:Evo Morales","Elnegrojose","1228100856","plantilla de sección discutida","cómo el usuario que la colocó fue expulsado de wikipedia me gustaría discutir acá si es pertinente que siga estando la plantilla en el artículo o que se propongan las modificaciones para poder quitarla.","0","0","-1"
"122","1204425","Discusión:Evo Morales","Elnegrojose","1228100856","plantilla de sección discutida","saludos.","1","-1","0"
"123","1204425","Discusión:Evo Morales","Elnegrojose","1228100856","plantilla de sección discutida","elnegro (discusión) 03:07 1 dic 2008 (utc)","1","1","1"
"124","1204425","Discusión:Evo Morales","66.186.88.138","1239730262","","el congreso de bolivia reinició esta noche el debate sobre el proyecto de una ley que permita la realización de elecciones en diciembre próximo, después que el gobierno y su partido, movimiento al socialismo (mas) y la oposición, liderada por el derechista poder democrático y social (podemos) llegaron a un acuerdo, y cuando el presidente evo morales ingresó en su quinta jornada de huelga de hambre en demanda de que se apruebe esa legislación.","1","0","0"
